,Champion,Result,Date,Game,player,Tournament,duration_minutes,K,D,A,match_result,match_type
225,Rell,Defeat,2024-10-18,HLE vs BLG,ON,Worlds Main Event 2024,34.86666666666667,0,6,7,Victory,BO5
226,Rell,Victory,2024-10-13,G2 Esports vs BLG,ON,Worlds Main Event 2024,34.63333333333333,2,4,16,Victory,BO3
227,Renata Glasc,Defeat,2024-10-13,G2 Esports vs BLG,ON,Worlds Main Event 2024,29.933333333333334,0,3,2,Victory,BO3
228,Alistar,Victory,2024-10-13,G2 Esports vs BLG,ON,Worlds Main Event 2024,34.96666666666667,2,1,12,Victory,BO3
229,Nautilus,Victory,2024-10-11,BLG vs PSG Talon,ON,Worlds Main Event 2024,28.15,0,6,14,Victory,BO3
230,Leona,Victory,2024-10-11,BLG vs PSG Talon,ON,Worlds Main Event 2024,35.3,0,7,12,Victory,BO3
231,Poppy,Defeat,2024-10-06,BLG vs T1,ON,Worlds Main Event 2024,34.15,0,5,4,Defeat,BO1
232,Rell,Defeat,2024-10-04,BLG vs LNG Esports,ON,Worlds Main Event 2024,29.666666666666668,0,7,8,Defeat,BO1
233,Rell,Victory,2024-10-03,BLG vs MDK,ON,Worlds Main Event 2024,26.6,0,4,17,Victory,BO1
234,Bard,Victory,2024-08-30,BLG vs WBG,ON,LPL Summer Playoffs 2024,39.45,0,6,12,Victory,BO5
235,Braum,Victory,2024-08-30,BLG vs WBG,ON,LPL Summer Playoffs 2024,25.083333333333332,1,3,23,Victory,BO5
236,Alistar,Victory,2024-08-30,BLG vs WBG,ON,LPL Summer Playoffs 2024,25.016666666666666,0,1,5,Victory,BO5
237,Rell,Victory,2024-08-21,BLG vs Top Esports,ON,LPL Summer Playoffs 2024,30.55,2,9,25,Victory,BO5
238,Rell,Victory,2024-08-21,BLG vs Top Esports,ON,LPL Summer Playoffs 2024,24.6,1,2,15,Victory,BO5
239,Renata Glasc,Victory,2024-08-21,BLG vs Top Esports,ON,LPL Summer Playoffs 2024,30.766666666666666,2,2,14,Victory,BO5
240,Rell,Defeat,2024-08-21,BLG vs Top Esports,ON,LPL Summer Playoffs 2024,28.416666666666668,3,10,6,Victory,BO5
241,Rell,Victory,2024-08-17,BLG vs WBG,ON,LPL Summer Playoffs 2024,25.65,2,5,25,Victory,BO5
242,Alistar,Victory,2024-08-17,BLG vs WBG,ON,LPL Summer Playoffs 2024,29.816666666666666,3,1,8,Victory,BO5
243,Rell,Victory,2024-08-17,BLG vs WBG,ON,LPL Summer Playoffs 2024,34.88333333333333,1,0,10,Victory,BO5
244,Rell,Victory,2024-07-31,FPX vs BLG,ON,LPL Summer Season 2024,22.766666666666666,0,2,26,Victory,BO3
245,Rell,Victory,2024-07-31,FPX vs BLG,ON,LPL Summer Season 2024,36.55,2,8,19,Victory,BO3
246,Rell,Victory,2024-07-30,BLG vs AL,ON,LPL Summer Season 2024,28.55,0,1,10,Victory,BO3
247,Nautilus,Defeat,2024-07-30,BLG vs AL,ON,LPL Summer Season 2024,38.56666666666667,1,5,8,Victory,BO3
248,Rakan,Victory,2024-07-30,BLG vs AL,ON,LPL Summer Season 2024,24.083333333333332,1,0,11,Victory,BO3
249,Alistar,Victory,2024-07-26,NIP vs BLG,ON,LPL Summer Season 2024,36.15,0,3,16,Victory,BO3
250,Ornn,Victory,2024-07-26,NIP vs BLG,ON,LPL Summer Season 2024,35.5,1,1,11,Victory,BO3
251,Leona,Defeat,2024-07-26,NIP vs BLG,ON,LPL Summer Season 2024,28.2,0,2,0,Victory,BO3
252,Renata Glasc,Victory,2024-07-23,WBG vs BLG,ON,LPL Summer Season 2024,27.15,0,3,12,Victory,BO3
253,Alistar,Victory,2024-07-23,WBG vs BLG,ON,LPL Summer Season 2024,24.05,0,2,15,Victory,BO3
254,Nautilus,Defeat,2024-07-23,WBG vs BLG,ON,LPL Summer Season 2024,29.966666666666665,1,7,4,Victory,BO3
255,Alistar,Victory,2024-07-20,JD Gaming vs BLG,ON,LPL Summer Season 2024,30.133333333333333,0,3,16,Victory,BO3
256,Rell,Victory,2024-07-20,JD Gaming vs BLG,ON,LPL Summer Season 2024,27.083333333333332,0,2,4,Victory,BO3
257,Ornn,Defeat,2024-07-20,JD Gaming vs BLG,ON,LPL Summer Season 2024,37.45,2,3,6,Victory,BO3
258,Leona,Defeat,2024-07-18,LNG Esports vs BLG,ON,LPL Summer Season 2024,31.383333333333333,2,3,3,Defeat,BO3
259,Bard,Victory,2024-07-18,LNG Esports vs BLG,ON,LPL Summer Season 2024,29.4,1,0,7,Defeat,BO3
260,Rakan,Defeat,2024-07-18,LNG Esports vs BLG,ON,LPL Summer Season 2024,32.31666666666667,1,6,4,Defeat,BO3
261,Rakan,Victory,2024-07-15,LGD Gaming vs BLG,ON,LPL Summer Season 2024,29.45,0,1,14,Victory,BO3
262,Nautilus,Victory,2024-07-15,LGD Gaming vs BLG,ON,LPL Summer Season 2024,28.616666666666667,2,6,13,Victory,BO3
263,Leona,Victory,2024-07-12,Top Esports vs BLG,ON,LPL Summer Season 2024,29.0,1,2,11,Victory,BO3
264,Leona,Victory,2024-07-12,Top Esports vs BLG,ON,LPL Summer Season 2024,28.15,1,3,8,Victory,BO3
265,Renata Glasc,Defeat,2024-07-12,Top Esports vs BLG,ON,LPL Summer Season 2024,42.93333333333333,2,7,12,Victory,BO3
266,Rakan,Defeat,2024-07-04,BLG vs T1,ON,Esports World Cup 2024,30.5,0,5,4,Defeat,BO3
267,Nautilus,Victory,2024-07-04,BLG vs T1,ON,Esports World Cup 2024,31.75,2,2,13,Defeat,BO3
268,Nautilus,Defeat,2024-07-04,BLG vs T1,ON,Esports World Cup 2024,39.016666666666666,2,4,4,Defeat,BO3
269,Rell,Defeat,2024-06-27,LGD Gaming vs BLG,ON,LPL Summer Placements 2024,37.85,1,3,11,Defeat,BO3
270,Renata Glasc,Victory,2024-06-27,LGD Gaming vs BLG,ON,LPL Summer Placements 2024,28.4,2,2,13,Defeat,BO3
271,Nautilus,Defeat,2024-06-27,LGD Gaming vs BLG,ON,LPL Summer Placements 2024,34.68333333333333,2,6,9,Defeat,BO3
272,Alistar,Victory,2024-06-22,BLG vs RNG,ON,LPL Summer Placements 2024,36.13333333333333,0,1,15,Victory,BO3
273,Rell,Victory,2024-06-22,BLG vs RNG,ON,LPL Summer Placements 2024,34.45,0,2,5,Victory,BO3
274,Rell,Victory,2024-06-18,BLG vs Team WE,ON,LPL Summer Placements 2024,31.05,0,3,14,Victory,BO3
275,Rakan,Victory,2024-06-18,BLG vs Team WE,ON,LPL Summer Placements 2024,38.016666666666666,0,6,16,Victory,BO3
276,Nautilus,Victory,2024-06-13,Team WE vs BLG,ON,LPL Summer Placements 2024,29.55,0,0,11,Victory,BO3
277,Rell,Victory,2024-06-13,Team WE vs BLG,ON,LPL Summer Placements 2024,30.633333333333333,2,3,9,Victory,BO3
278,Camille,Defeat,2024-06-13,Team WE vs BLG,ON,LPL Summer Placements 2024,35.9,2,4,7,Victory,BO3
279,Nautilus,Victory,2024-06-10,BLG vs LGD Gaming,ON,LPL Summer Placements 2024,41.35,0,5,10,Victory,BO3
280,Rell,Victory,2024-06-10,BLG vs LGD Gaming,ON,LPL Summer Placements 2024,44.1,3,4,14,Victory,BO3
281,Nautilus,Victory,2024-06-06,RNG vs BLG,ON,LPL Summer Placements 2024,29.133333333333333,1,2,13,Victory,BO3
